"protein","beta","se","t_stat","p_value","n_obs","fdr","rank_metric"
"UFM1",0.00492401498535181,0.00535299018642334,0.919862509339259,0.366435753374429,27,0.898324175701469,0.436002158542163
"UCHL1",0.000571808292807428,0.000621774686698724,0.919639067076548,0.366550273828712,27,0.898324175701469,0.435866451721244
"SEL1L2",0.0254849219978061,0.0277223764905814,0.91929066782801,0.366728885495795,27,0.898324175701469,0.43565488137463
"C5",1.52207553698279e-05,1.65630212474452e-05,0.918960082368767,0.366898417897506,27,0.898324175701469,0.435454160961044
"CHIT1 2",0.00024430691956162,0.00026586105994854,0.918927050125008,0.366915360496978,27,0.898324175701469,0.435434106615711
"STX6",0.00223597911185931,0.00243537177144785,0.91812639781482,0.367326182081849,27,0.898324175701469,0.434948115138442
"RXRA",0.0333437373724684,0.0363576654480389,0.917103366279722,0.367851550651116,27,0.898324175701469,0.434327408881226
"KAT2A",0.00945036314138557,0.010304727785237,0.91709003268622,0.367858401272874,27,0.898324175701469,0.434319320945975
"NHLRC2",0.023066087066468,0.0251548015589396,0.916965574640785,0.367922350214827,27,0.898324175701469,0.434243829238349
"NPPB",0.0422993150850752,0.0461353941299055,0.916851711854267,0.367980861540931,27,0.898324175701469,0.434174768128944
"MRPL28",0.0582810983133163,0.0635722362268829,0.916769674505658,0.368023022355395,27,0.898324175701469,0.434125012388533
"NMS",0.00281501545744851,0.00307148719410964,0.916499167845147,0.368162064337832,27,0.898324175701469,0.433960963516762
"CSMD2",0.000702871882594874,0.000768031655933359,0.915160042121833,0.36885089357989,27,0.898618311614754,0.433149160080496
"PYCR2",0.0120246258447941,0.0131461836000668,0.91468567689356,0.369095104907194,27,0.898618311614754,0.432861714560212
"AUH",0.00832632065438073,0.00911780349303222,0.913193694154921,0.369863898363534,27,0.898746820028598,0.431958057185997
"RAC1",0.000198264948467998,0.00021716585503723,0.912965569260452,0.369981540244841,27,0.898746820028598,0.431819943959486
"LGALS13",0.0114769942338849,0.0125726426889604,0.912854561910235,0.370038794620586,27,0.898746820028598,0.431752742402098
"PUF60",0.00219106107218303,0.00240092436610241,0.912590626809264,0.370174948148264,27,0.898746820028598,0.43159297577521
"LEG1",0.0030079851161705,0.00329626477025291,0.912543538163565,0.37019924276118,27,0.898746820028598,0.431564473927191
"FJX1",0.000586708720008617,0.000643540920626128,0.911688287728126,0.370640678012369,27,0.898746820028598,0.431046918350009
"MAZ",0.0494532945620363,0.0542480409545511,0.911614386286652,0.370678838314287,27,0.898746820028598,0.431002206702196
"NAPA",0.00020678171340446,0.000226956062579428,0.911109009622038,0.370939867750253,27,0.898746820028598,0.430696487206697
"RBP1",0.00441303320808829,0.00484406121252764,0.911019290316845,0.370986220844028,27,0.898746820028598,0.430642220634376
"ANKRD27",0.0475262396417769,0.0522121993895622,0.910251630795654,0.371382984754547,27,0.898746820028598,0.430177997732714
"KLB",0.00956271462630154,0.0105153488649832,0.90940536059113,0.371820702032314,27,0.898746820028598,0.429666433477241
"ERBB3",7.21274001143162e-05,7.93279013748472e-05,0.909231164120849,0.371910843970621,27,0.898746820028598,0.429561158538194
"STOML1",0.00832566259043508,0.00915873354301118,0.90904081348542,0.372009361685621,27,0.898746820028598,0.429446130878187
"HYPK",0.0290470925217989,0.0319548042363328,0.909005491223515,0.372027644933782,27,0.898746820028598,0.429424787010292
"NR3C2",0.00600209951836888,0.00660841967991506,0.908250354712039,0.372418654482498,27,0.898746820028598,0.428968573297825
"TRAPPC13",0.00987725505136715,0.0108785367949396,0.907958049648903,0.372570082500824,27,0.898746820028598,0.42879202202824
"TACSTD2 2",0.0355445125600347,0.0391514236296575,0.90787279911603,0.372614253981008,27,0.898746820028598,0.428740535626327
"HNRNPM",0.00391476543615578,0.00431235011464393,0.90780324697245,0.372650294090003,27,0.898746820028598,0.428698531694927
"PAFAH1B2",0.00388401327397549,0.00428002392671322,0.907474663805947,0.372820588306651,27,0.898746820028598,0.428500112570523
"ADH4",0.00191815154139212,0.00211419080042678,0.907274566233528,0.372924317572363,27,0.898746820028598,0.428379296329887
"SLITRK2",4.03230896846189e-05,4.4458988887694e-05,0.906972711108598,0.373080833162431,27,0.898746820028598,0.428197062043625
"EVA1C 2",0.00748324519947014,0.00825528948301795,0.906478835765118,0.373337006648787,27,0.898746820028598,0.427898958943811
"MYDGF",0.0123168442010954,0.0135906633889817,0.906272479022694,0.373444078248946,27,0.898746820028598,0.427774422834429
"MEIS2",0.029752790001408,0.0328408687442281,0.905968421028361,0.373601880500453,27,0.898746820028598,0.427590946443779
"SOS1",0.0238048642037236,0.0262794825572872,0.905834586043727,0.373671353039303,27,0.898746820028598,0.427510195417249
"UBC 2",0.000234829320278702,0.000259309484127805,0.905594799467355,0.373795845308661,27,0.898746820028598,0.427365530056037
"SULT1B1",0.0475188843952654,0.0525261826752716,0.904670432440096,0.37427601245605,27,0.898746820028598,0.42680800615248
"PCDHA4",0.00710331347367071,0.00785422538594297,0.904393893048167,0.374419740864101,27,0.898746820028598,0.426641261637103
"S100A14 2",0.0382069165734178,0.042276151075188,0.903746334557915,0.374756444150737,27,0.898746820028598,0.42625089047423
"BCAT2",0.0103265491437679,0.0114347852775034,0.903082033738246,0.375102059017379,27,0.898746820028598,0.425850551905178
"PDE9A",0.049990709135641,0.0553627250031118,0.902966917412956,0.37516197166399,27,0.898746820028598,0.42578119037161
"CRLF2",0.0468681243629032,0.0519247150297087,0.902616881692804,0.375344187368372,27,0.898746820028598,0.425570305289504
"LY75",0.000383709800363725,0.000425136459533511,0.902556795022376,0.375375472108074,27,0.898746820028598,0.425534108582366
"SAMM50",0.0128212735143105,0.0142098560559793,0.902280323164536,0.375519442029873,27,0.898746820028598,0.425367573046738
"ALPI",0.00574253709160172,0.00636960133457911,0.901553612221663,0.375898041917115,27,0.898746820028598,0.424929936554895
"CCNB2",0.0166523637285373,0.0184804411422527,0.901080423370645,0.376144696908246,27,0.898746820028598,0.424645056720564
"SPINK6",2.84732726093352e-05,3.16165742914355e-05,0.900580573558476,0.376405364305221,27,0.898746820028598,0.424344195894207
"UMOD",0.000187664127455234,0.000208384202806782,0.900567916989563,0.37641196613226,27,0.898746820028598,0.424336578808527
"SDCBP2 2",0.0138250174986527,0.0153572551428375,0.900227115462136,0.376589761035519,27,0.898746820028598,0.424131492036359
"SFRP2",0.0117377970089688,0.0130430485643737,0.899927417354701,0.376746157849697,27,0.898746820028598,0.423951168033062
"GDPD1",0.0224664314142961,0.0249707060790292,0.899711499674564,0.376858860365764,27,0.898746820028598,0.423821269531841
"TPSAB1",0.000347671111479236,0.000386634836486806,0.899223449801838,0.377113688954565,27,0.898746820028598,0.423527702732197
"TPSB2 2",0.00052358168947373,0.000582303522952347,0.899155970788411,0.377148931069352,27,0.898746820028598,0.423487118841156
"NCF2",0.0143590489467022,0.0159811478056453,0.898499226797082,0.377492039805051,27,0.898746820028598,0.423092201929338
"ERN1",0.0409967125853464,0.0456515835657891,0.898034840922123,0.377734776287224,27,0.898746820028598,0.422813029855073
"TMED2",0.00459299866946218,0.00511879977880447,0.89728039148562,0.378129347715723,27,0.898746820028598,0.422359614474617
"PSAP",0.000353483859304181,0.00039400161089925,0.897163487472569,0.37819051173318,27,0.898746820028598,0.422289371190644
"HS6ST1",2.65287601879503e-05,2.957172501862e-05,0.897098839220448,0.37822433838464,27,0.898746820028598,0.422250528145514
"NECTIN1",4.0996928242602e-05,4.57326305140413e-05,0.896448067425615,0.378564959322563,27,0.898746820028598,0.421859587617688
"PRPF18",0.0488098804123542,0.0544626757094713,0.896207903422306,0.378690714334568,27,0.898746820028598,0.42171534384326
"COMTD1",0.0151179936701964,0.0168856577153228,0.895315653383026,0.379158154453565,27,0.898746820028598,0.421179599321086
"CLSTN2",1.71783467055551e-05,1.9189229826997e-05,0.895207721228455,0.379214724461922,27,0.898746820028598,0.421114807862427
"PDIA4 3",0.0269179665030472,0.0300895192649549,0.89459609726628,0.379535396300015,27,0.898746820028598,0.420747714627733
"MET",0.00109652723785272,0.00122651433237423,0.894019098602878,0.379838076370619,27,0.898746820028598,0.420401502135099
"CYLD",0.0196458915985542,0.0219799963107887,0.893807775068241,0.379948971157804,27,0.898746820028598,0.42027472715349
"DLK2",8.21969373313222e-05,9.19769788068964e-05,0.893668594006472,0.380022019770304,27,0.898746820028598,0.420191238152474
"OXLD1",0.0193254055213652,0.0216288045275787,0.893503175208947,0.380108851060949,27,0.898746820028598,0.420092017473522
"LMO4",0.00580802484539629,0.00650675742280509,0.892614318929447,0.380575649131135,27,0.898746820028598,0.419559003191147
"DNAJB12",0.000457263114755032,0.000512531479218379,0.892165912330629,0.380811279235648,27,0.898746820028598,0.419290196744347
"FOLH1 2",0.00119700587437329,0.0013419805660599,0.891969604215462,0.380914465747613,27,0.898746820028598,0.419172534099169
"CUTA",0.000483636847726196,0.00054320020598933,0.890347320184366,0.381767892915985,27,0.898746820028598,0.418200599032323
"MDH2 2",8.39629611513885e-05,9.43230956527237e-05,0.890163332430491,0.381864760987385,27,0.898746820028598,0.41809041707797
"BAG3",0.0149295117598298,0.0167726574449459,0.890110097868153,0.381892791539273,27,0.898746820028598,0.418058539124097
"ST6GAL2",6.32978017164073e-05,7.11170801786214e-05,0.89005062577689,0.381924108032952,27,0.898746820028598,0.418022926975654
"FN1 4",4.48416151522284e-05,5.03984104572338e-05,0.889742647544,0.382086308286392,27,0.898746820028598,0.417838524578551
"ASGR2",0.0223646789093332,0.0251447677920543,0.889436684971113,0.382247491342095,27,0.898746820028598,0.417655356144184
"RASA1",0.0699174838371563,0.0786431349615061,0.889047516625313,0.382452571635416,27,0.898746820028598,0.417422414508153
"DNAJB11",0.00021259410928089,0.00023934703826008,0.888225360239805,0.382886059135974,27,0.898746820028598,0.416930446006815
"GRB2",0.000152368852380627,0.000171789506332372,0.886950871643054,0.383558672898419,27,0.898746820028598,0.416168192687659
"CA9",0.0216899380635282,0.0244643571288486,0.886593420349933,0.383747456235408,27,0.898746820028598,0.415954490333225
"ARG2",0.0247604410700344,0.0279299823849577,0.886518320304051,0.383787127035658,27,0.898746820028598,0.415909596435199
"IL1R2",0.000387451973871449,0.000437578414688048,0.88544581009021,0.384353959725733,27,0.898746820028598,0.41526864034422
"SEMG1",0.00276303843876221,0.0031213094817801,0.885217712274539,0.384474581802949,27,0.898746820028598,0.415132366779619
"SNRPF",0.00436346378402772,0.00493080199700744,0.884939972579704,0.384621488528529,27,0.898746820028598,0.414966455696438
"RELT",0.00420113098230023,0.00474830162566253,0.884764977775407,0.384714068408214,27,0.898746820028598,0.414861931914288
"FIS1",0.00412681025743616,0.00466623173072324,0.884398910209402,0.384907780856692,27,0.898746820028598,0.414643309614761
"CRACR2A",0.028688886866097,0.0324421151976765,0.884309999249114,0.384954839532373,27,0.898746820028598,0.41459021618573
"B3GALT6",0.0206649669680908,0.023395568559718,0.883285521159395,0.385497343133419,27,0.898746820028598,0.413978610781562
"PNLIPRP1",0.0169440815238035,0.0191837176465268,0.883253279474286,0.385514424481773,27,0.898746820028598,0.413959367663244
"PSAPL1",0.00131220158341901,0.00148589896489828,0.883102831630845,0.385594136851678,27,0.898746820028598,0.41386957838
"SNX11",0.00680964998630672,0.00771159863170455,0.883039990996203,0.38562743511382,27,0.898746820028598,0.413832076183381
"TOX3",0.0109102944370089,0.0123679559441724,0.882142084452497,0.386103425186873,27,0.898746820028598,0.413296345661213
"C3 6",1.60381791128923e-05,1.8185736072534e-05,0.881909813764142,0.386226616351332,27,0.898746820028598,0.413157800633776
"EPHA5",0.000119388700585171,0.000135454089572184,0.881396057972459,0.386499191320571,27,0.898746820028598,0.412851410427108
"AMIGO1",0.00597046043504688,0.00677867717086475,0.880770729237315,0.386831129738417,27,0.898746820028598,0.412478583891979
"DMBT1",0.0195948731621631,0.0222506687995128,0.880641986032895,0.386899492397155,27,0.898746820028598,0.412401840062315
"ATP5PB 2",0.00188219366278753,0.00213730238665555,0.880639854490962,0.386900624312003,27,0.898746820028598,0.412400569490337
"INHBA|INHBC",0.0126572084121786,0.0143729212052684,0.880628804083274,0.386906492455425,27,0.898746820028598,0.412393982571576
"ROR2",0.000331712525018046,0.000376951865949955,0.879986425275012,0.387247716512911,27,0.898746820028598,0.412011134469379
"HSPB6",0.000799879262564162,0.000909329285955841,0.879636535321052,0.387433655814581,27,0.898746820028598,0.411802655429817
"ECM1",9.06199307914295e-06,1.03060363013421e-05,0.87928984666616,0.387617950823704,27,0.898746820028598,0.411596118713222
"APMAP",0.0937021552786295,0.106568817564374,0.879264285934558,0.387631540807287,27,0.898746820028598,0.411580892505548
"ART3",9.87509279816134e-05,0.000112313716390359,0.879241923029179,0.387643430841625,27,0.898746820028598,0.411567571357589
"POSTN",0.00317258140309713,0.00360990138232417,0.878855422098683,0.387848965075245,27,0.898746820028598,0.411337363076854
"SHISA2",0.0130037106891092,0.0148035821335492,0.878416492156921,0.388082465538494,27,0.898746820028598,0.41107597924377
"LRCH4 2",0.0267744248232271,0.0305002925390896,0.877841574434495,0.388388445741823,27,0.898746820028598,0.410733698499378
"KLK14",0.00571343843264459,0.00651045326533128,0.877579209894515,0.388528132039992,27,0.898746820028598,0.410577529894199
"MVD",0.0114883420651481,0.0131034326510252,0.876742939892874,0.388973589649555,27,0.898746820028598,0.410079885200879
"DYRK2",0.0460055435667381,0.052491861313443,0.87643193469606,0.389139337507508,27,0.898746820028598,0.409894864804296
"CELA2A",0.0120913024844829,0.0137993972024085,0.876219613590985,0.389252518615224,27,0.898746820028598,0.409768568696502
"C7 2",3.01717481324101e-05,3.44360040651949e-05,0.87616867727418,0.389279674181002,27,0.898746820028598,0.409738271908561
"ASL",0.000388205182398699,0.000443846029858175,0.874639303460132,0.390095595379951,27,0.898746820028598,0.408828953335943
"SLITRK5",3.57045241139618e-05,4.09011048739696e-05,0.872947667892583,0.390999366954779,27,0.898746820028598,0.407823945745486
"C5 2",0.00243550575396645,0.00279049877006566,0.872785102108879,0.391086290192119,27,0.898746820028598,0.407727408282776
"AIPL1",0.0161258303540185,0.0184872981677001,0.872265390417766,0.391364261344081,27,0.898746820028598,0.407418835831093
"SYT1",0.000113399344053657,0.000130093390501202,0.871676444258778,0.391679416756651,27,0.898746820028598,0.407069250570808
"TNXB",0.00027551924637653,0.000316082526119894,0.871668705507694,0.391683558985301,27,0.898746820028598,0.407064657688323
"TPT1",0.00383356350333244,0.00439910364887959,0.871441959388434,0.391804939184991,27,0.898746820028598,0.406930093488638
"CMC4",0.00104434819252556,0.00119903674955094,0.870989311142201,0.392047320189935,27,0.898746820028598,0.406661510384969
"SHISAL2A",0.0421620959697351,0.0484154149884243,0.870840330085278,0.392127116655388,27,0.898746820028598,0.406573124018077
"CDH3",0.0036439806704019,0.00419028162500858,0.86962667345645,0.392777558465164,27,0.898746820028598,0.405853333800483
"APLP2 2",6.48003690799545e-05,7.45482722795346e-05,0.869240387449514,0.39298472836388,27,0.898746820028598,0.405624326256034
"TMPRSS5",0.00115308874269691,0.00132702200981833,0.868929629023086,0.393151442878344,27,0.898746820028598,0.405440126120184
"FLNA",0.00380477947917583,0.00437917229055347,0.868835301909292,0.393202056126566,27,0.898746820028598,0.405384219827474
"ZYX",0.00150196763950902,0.00172891416997776,0.868734646051481,0.393256069817464,27,0.898746820028598,0.405324565416979
"IGSF11 2",0.0109358080273055,0.0125935689274541,0.868364487485779,0.393454744377105,27,0.898746820028598,0.405105213489373
"ESRRA",0.0253721004412269,0.0292235661437668,0.868206854577829,0.39353936998886,27,0.898746820028598,0.405011813969138
"TGFBR1",0.0573690924687375,0.0660902523876523,0.868041661155099,0.393628067029372,27,0.898746820028598,0.404913942452592
"LDHB",5.6870089285059e-06,6.55489033152181e-06,0.867597875918328,0.393866411513529,27,0.898746820028598,0.404651053758785
"FGF19 2",0.00182467834130176,0.00210394068005366,0.867267009284325,0.394044170913747,27,0.898746820028598,0.404455092618897
"GATAD1",0.00011719841334284,0.00013522752804194,0.866675706047749,0.394361979176772,27,0.898746820028598,0.404104962467338
"HPCAL1",0.00466955377426346,0.00538865555013808,0.866552655076238,0.394428136165906,27,0.898746820028598,0.404032112631041
"MANSC1",1.56986704676106e-05,1.8133903892954e-05,0.865708264490716,0.394882305527273,27,0.898746820028598,0.403532326339512
"GKN2",0.135016391700257,0.156066245507555,0.86512231559848,0.39519766487502,27,0.898746820028598,0.403185630215203
"MIF 2",0.00137787819835659,0.00159289476297444,0.86501521028524,0.395255326711945,27,0.898746820028598,0.403122268527907
"NOTCH3",2.77678908740354e-05,3.21091890528933e-05,0.864795770092277,0.395373482654481,27,0.898746820028598,0.402992461787699
"ACP6",0.000269538155246217,0.000311721875488414,0.864675136526425,0.395438446548157,27,0.898746820028598,0.402921108638946
"LRP10",0.00032298333980568,0.000373673555989879,0.864346257925802,0.395615589843921,27,0.898746820028598,0.402726602692189
"LCP1",0.000352567626164189,0.000408212239086842,0.863687053952306,0.395970808836647,27,0.898746820028598,0.402336829297849
"CD74",0.0608254175858514,0.0704304623142939,0.863623716033834,0.396004949898172,27,0.898746820028598,0.402299385539066
"SPOCK1 2",1.97737610865888e-05,2.29007610576587e-05,0.8634543208762,0.396096268299445,27,0.898746820028598,0.402199249149843
"DLD 2",3.0579366548753e-05,3.54680153342203e-05,0.862167399573929,0.396790468862396,27,0.898746820028598,0.401438768398357
"TREM1",0.00557489784509944,0.0064667401290069,0.862087811460515,0.39683342642758,27,0.898746820028598,0.401391753096413
"TCEAL5",0.00178698809659199,0.00207306630710575,0.862002382879321,0.396879539689118,27,0.898746820028598,0.401341289677252
"INHA",0.00638242779845423,0.00740709225271951,0.861664413064509,0.397062005120442,27,0.898746820028598,0.401141668604706
"SCUBE3",0.000310080559992751,0.00035993742470049,0.861484632365679,0.397159088211953,27,0.898746820028598,0.401035495017795
"WNT5A",0.0219135293089295,0.025455707998281,0.860849335261441,0.397502275657089,27,0.898746820028598,0.400660380711945
"AP1G2",0.00239118973651422,0.0027785686770425,0.860583276660052,0.397646056830723,27,0.898746820028598,0.400503319775161
"TSC22D3",0.0274950897036593,0.0319528074120152,0.860490577529671,0.397696160334998,27,0.898746820028598,0.400448602007162
"DYNLL2",1.01144311519983e-05,1.17664450619843e-05,0.859599573084021,0.398177950500671,27,0.898746820028598,0.399922793130864
"VANGL1",0.0160270486725978,0.0186461523982861,0.859536505454659,0.398212067003254,27,0.898746820028598,0.399885583702074
"LRFN4",0.000662076388716676,0.000770361347084625,0.859436148013208,0.398266359321911,27,0.898746820028598,0.399826375935337
"CCDC134 2",0.0344291595944215,0.0401803375271797,0.856865863088685,0.399658468126884,27,0.898746820028598,0.398310980587722
"ROBO2",0.000202090343190563,0.000235851249631442,0.856855087714668,0.399664310776445,27,0.898746820028598,0.398304631637008
"NT5E",0.000491696311071095,0.000573998117686714,0.856616591449279,0.39979364275567,27,0.898746820028598,0.39816411601601
"DEAF1",0.00411051716159299,0.00480012021263161,0.856336295656946,0.399945675949138,27,0.898746820028598,0.397998994266359
"PSMB1",0.000877022816435133,0.00102436131843337,0.856165496151715,0.400038336142382,27,0.898746820028598,0.397898387728754
"DDRGK1",0.000129511780040708,0.000151272334591069,0.856149806842169,0.400046848413687,27,0.898746820028598,0.397889146631611
"CCL3",0.0356018953411986,0.0415898854610228,0.856022923519806,0.400115693499762,27,0.898746820028598,0.397814414212894
"RSPO3 2",0.00287766367656856,0.00336367892259914,0.855510809083099,0.400393636296367,27,0.898746820028598,0.397512833648601
"CD96",0.0208174020120208,0.0243455050845249,0.855081952078838,0.400626486993874,27,0.898746820028598,0.397260341175708
"MDP1",0.00102374520806564,0.00119813361799088,0.85444994839752,0.400969794792408,27,0.898746820028598,0.396888341716625
"RNF13",0.0367381803206557,0.0430185527361705,0.854007817184555,0.401210074245722,27,0.898746820028598,0.396628170530991
"CP",0.029244118129319,0.0342481915034084,0.853887952781642,0.40127523123548,27,0.898746820028598,0.396557646320819
"TRAPPC6B",0.0212426483251068,0.0248911307504583,0.853422391215219,0.401528369376869,27,0.898746820028598,0.396283764884503
"ENTPD1",0.00164451350310868,0.00192696923195707,0.853419699617352,0.40152983316542,27,0.898746820028598,0.396282181648597
"NFKBID",0.0202299030011248,0.023719533501983,0.852879463225259,0.401823702092436,27,0.898746820028598,0.395964449408687
"HCE004359",0.0152126238643973,0.0178396148969771,0.852743960688023,0.401897432009699,27,0.898746820028598,0.395884768795724
"CLEC11A 2",5.12878404864902e-05,6.01800168597452e-05,0.852240380823106,0.40217151637187,27,0.898746820028598,0.395588691373715
"FLRT2",0.000108755311368293,0.000127798737152041,0.850988936134066,0.402853157411501,27,0.898746820028598,0.394853228169819
"SEMA5A",0.000201901546398117,0.000237375079901132,0.850559150868788,0.403087423634137,27,0.898746820028598,0.394600751664614
"FXN",0.0293937359671575,0.0345694449678562,0.850280818638794,0.403239182422651,27,0.898746820028598,0.39443727447134
"GAGE2B",0.00490641981650913,0.00577616517436238,0.849425123486145,0.403705971864639,27,0.898746820028598,0.393934826193657
"GPHN",0.000609306292890568,0.000717397237226141,0.849329020622503,0.403758418276594,27,0.898746820028598,0.393878409619458
"SELENOM",2.44451076418795e-05,2.8787985950512e-05,0.849142683475733,0.40386012075757,27,0.898746820028598,0.393769029201891
"NEU1",0.000251550646153771,0.000296520267249318,0.848342167256525,0.404297226131991,27,0.898746820028598,0.393299238334153
"CHKB 2",0.00489151616600269,0.00576734353211044,0.848140246678308,0.404407528110407,27,0.898746820028598,0.393180768544987
"ACP3",0.0212742445347446,0.0250843855984568,0.848107060515502,0.404425658349651,27,0.898746820028598,0.39316129886201
"PSG9",0.018378374891815,0.0216806345203803,0.847686209300699,0.404655622215562,27,0.898746820028598,0.392914421216735
"LRP11 3",5.09459646148651e-05,6.01343472550025e-05,0.847202421584895,0.404920078682035,27,0.898746820028598,0.392630687433592
"GSC2",0.046952731324809,0.0554267108576225,0.847113794022866,0.404968537702506,27,0.898746820028598,0.392578716125962
"RUFY1",0.0197887503661479,0.0233625537164727,0.847028565725463,0.4050151415715,27,0.898746820028598,0.392528740296374
"TP53I13",0.00137847765478294,0.00162897855971655,0.846222098234862,0.405456296160153,27,0.898746820028598,0.39205595121703
"ACADL",0.0451641330551511,0.0533814553121824,0.846064102056131,0.405542759047686,27,0.898746820028598,0.391963348507209
"PYY",0.0248055510886723,0.0293358164540348,0.845572207868807,0.405812021345703,27,0.898746820028598,0.391675092032157
"SCP2 2",0.00383420108523997,0.00453944350358562,0.844641216971069,0.406321954693489,27,0.898746820028598,0.391129710913476
"DPYSL2",0.00224817538362933,0.00266257957372118,0.844359885360088,0.406476128781626,27,0.898746820028598,0.390964954234309
"IGFBP6 2",1.8052443044552e-05,2.13951163136248e-05,0.843764660118061,0.406802443521439,27,0.898746820028598,0.390616447084863
"COL11A2",0.00142295430546794,0.00168670971494744,0.843627266065921,0.406877789319546,27,0.898746820028598,0.390536016804944
"ESAM 3",0.000690199682774048,0.00081828047268789,0.843475685673982,0.406960925039452,27,0.898746820028598,0.390447288205793
"STK16",0.0121603630036424,0.0144194630599561,0.843329807294462,0.40704094358628,27,0.898746820028598,0.390361903602174
"DLL1 2",0.000308831954080391,0.000366385565340141,0.84291517815032,0.407268434127243,27,0.898746820028598,0.390119249171561
"MPZL1",0.00333151124850626,0.00395345414003255,0.842683671165293,0.407395487799535,27,0.898746820028598,0.389983785435548
"CDCP1 3",0.0200535744225784,0.0238129187304559,0.842130049221163,0.407699423484101,27,0.898746820028598,0.389659902670607
"CD320",0.00170239609944797,0.002023334031621,0.841381636864027,0.408110525989485,27,0.898746820028598,0.389222203756018
"WFDC10B",0.0497726218345486,0.0591687319797398,0.841198047840394,0.408211411345362,27,0.898746820028598,0.389114858965731
"INHBA 3",9.85419821784726e-05,0.000117264743605102,0.840337676516998,0.408684410285807,27,0.898746820028598,0.388611928610846
"HAPLN4",0.000939426746965718,0.00111805808745399,0.840230715655346,0.408743237422238,27,0.898746820028598,0.388549419590376
"EHD3",0.000106984787689217,0.000127395107946359,0.839787252539274,0.408987193636378,27,0.898746820028598,0.38829029057488
"SMNDC1",0.0294870193744027,0.0351317925983277,0.839325784241545,0.409241152376599,27,0.898746820028598,0.388020701080486
"THBS2 2",5.12895111113887e-05,6.11207108640881e-05,0.839151089479952,0.409337317692854,27,0.898746820028598,0.387918660609305
"TMEM25",0.0213326317153982,0.0254243849307333,0.839061860238399,0.409386441772871,27,0.898746820028598,0.387866544577105
"LILRA3",4.78600055024635e-05,5.70484614926454e-05,0.838935954629268,0.409455763911989,27,0.898746820028598,0.387793010940574
"VWC2",2.80539680790933e-05,3.34492223221557e-05,0.838703148578471,0.409583963679948,27,0.898746820028598,0.387657055503041
"CNOT1",0.0114019500417856,0.0136091717842762,0.837813661442584,0.410074012511725,27,0.898746820028598,0.387137752244746
"LINGO1",9.50638552542499e-06,1.13552552019984e-05,0.83717938138035,0.410423684788189,27,0.898746820028598,0.386767584845529
"FETUB",8.88684033553521e-06,1.06170769109206e-05,0.837032679531057,0.410504586810679,27,0.898746820028598,0.386681985888174
"PKD2",0.0141022554243945,0.0168537115135167,0.836744797315683,0.410663375122973,27,0.898746820028598,0.386514027828736
"VTI1B",0.00347023193768764,0.00415121582247383,0.835955557622544,0.411098897604843,27,0.898746820028598,0.386053687814093
"C4A|C4B",1.42340506146084e-05,1.70367922294774e-05,0.835488889157217,0.411356553917987,27,0.898746820028598,0.385781578927273
"SNCG",3.70977161511649e-05,4.44081536220144e-05,0.835380738116852,0.411416280623206,27,0.898746820028598,0.385718526338622
"BOLA2",0.0356954503973103,0.042732175359025,0.835329587071244,0.411444530828614,27,0.898746820028598,0.385688706208279
"IFNA2",0.0994966294968919,0.119187224608952,0.834792737420774,0.411741101133906,27,0.898746820028598,0.385375778363924
"GPC1",0.000180052655561357,0.000215718777570944,0.834663804369754,0.411812347279927,27,0.898746820028598,0.385300636165902
"MDGA2",2.79765052477773e-05,3.35363608439706e-05,0.834214105040772,0.412060903970677,27,0.898746820028598,0.385038589055272
"PPT1",7.97522636785546e-05,9.56154408951173e-05,0.834093980343997,0.412127314964168,27,0.898746820028598,0.384968600362372
"FAAH2",0.0135228754231525,0.0162154628663376,0.833949393527657,0.41220725878115,27,0.898746820028598,0.384884364762429
"PIK3AP1",0.0132190367562571,0.015853359245813,0.833831905988528,0.41227222626007,27,0.898746820028598,0.384815921536931
"TMED9",4.22054265632926e-05,5.06514771010669e-05,0.833251643956571,0.412593190153087,27,0.898746820028598,0.384477944330253
"CHAD",1.80450729805262e-05,2.1662144181389e-05,0.833023399227009,0.412719483603558,27,0.898746820028598,0.384345028525583
"RNASE3",0.000783849562747842,0.00094155765619942,0.832502988624017,0.413007530520652,27,0.898746820028598,0.384042029617814
"PLEKHB1",0.000140899276155314,0.000169270126504678,0.832393045747621,0.413068399990415,27,0.898746820028598,0.383978027571741
"INHBA 2",0.00021150038997631,0.000254307005487495,0.831673471090086,0.413466929040254,27,0.898746820028598,0.383559221564164
"CRIM1 2",0.00137441903328939,0.00165321274417497,0.831362471727915,0.413639247576505,27,0.898746820028598,0.383378260539759
"SUMO3",0.000637421210591632,0.000767011773677094,0.831044884142783,0.413815263053559,27,0.898746820028598,0.383193494971175
"MMP17",0.0117269883728432,0.0141215898858729,0.830429751013716,0.41415631991133,27,0.898746820028598,0.382835707040357
"STX8",7.278619322381e-05,8.76556052550646e-05,0.830365531240279,0.414191936346104,27,0.898746820028598,0.382798360378539
"TOLLIP",0.000360850637268649,0.000434879763595713,0.829771048174396,0.414521729283353,27,0.898746820028598,0.382452698743359
"FKBP3",0.000327398549797965,0.000394577256493264,0.829745111787896,0.414536121394228,27,0.898746820028598,0.382437620388256
"NOG 2",0.00847411087662901,0.0102176985375381,0.829356126088135,0.414752007314811,27,0.898746820028598,0.382211503402128
